,participant,day,block,trial_id,position,grasp,signal
622,2,1,1,23,8,1,"[[ 3.77783886e-06  4.64830782e-06  3.71076089e-06 ...  1.03140655e-05
   1.16129731e-05  1.34077718e-05]
 [ 1.50051437e-05  1.52069997e-05  1.27406101e-05 ...  1.78866376e-05
   1.90355167e-05  1.97904756e-05]
 [ 5.49314746e-06  5.91880007e-06  5.71962391e-06 ... -2.64414871e-06
  -5.72160047e-07  2.35056632e-06]
 ...
 [-3.64986340e-06 -3.58647844e-06 -7.06704259e-06 ... -1.16995193e-06
  -2.18281002e-06 -3.70437897e-06]
 [-1.14392888e-05 -1.23542495e-05 -1.44185442e-05 ... -1.24940252e-05
  -1.24225717e-05 -1.30877597e-05]
 [-8.60591717e-06 -1.23412710e-05 -1.37627803e-05 ... -1.26122241e-05
  -6.36177128e-06 -3.68282440e-06]]"
623,2,1,1,24,8,1,"[[-8.1773378e-06 -3.6280762e-06  4.7803343e-07 ...  1.2021047e-05
   8.2110537e-06  6.1578407e-06]
 [ 2.4282899e-05  2.1161091e-05  1.9651125e-05 ...  1.6962103e-05
   1.5643447e-05  1.4425132e-05]
 [ 5.2676482e-06  6.2910872e-06  9.1022011e-06 ...  8.7591325e-06
   6.0972307e-06  4.3537671e-06]
 ...
 [ 3.2924459e-07  1.9766196e-06  1.6056670e-06 ... -2.9348574e-05
  -2.3269255e-05 -1.4662608e-05]
 [-8.8262295e-06 -1.0339711e-05 -1.1067374e-05 ... -1.1004441e-05
  -1.0110982e-05 -8.6196087e-06]
 [-1.2366135e-06 -1.9680826e-06 -2.7286610e-06 ... -7.6823535e-06
  -7.6110991e-06 -6.3440198e-06]]"
624,2,1,1,25,8,1,"[[ 1.1107761e-05  9.7854590e-06  7.4195964e-06 ... -4.7085537e-06
  -1.7935739e-06  1.7417493e-06]
 [ 2.4178704e-05  2.1115833e-05  1.9807467e-05 ...  9.5419700e-06
   5.1720376e-06  5.1972388e-06]
 [ 1.2182864e-05  1.0428119e-05  1.0013796e-05 ... -1.7779283e-05
  -1.2158376e-05 -4.2857596e-06]
 ...
 [-8.7312392e-06 -9.2451792e-06 -8.6982845e-06 ...  2.7912738e-06
   1.1691382e-06  7.7210126e-07]
 [-1.7532297e-05 -1.9164196e-05 -1.7248176e-05 ... -4.6159721e-06
  -7.5317230e-06 -9.4691377e-06]
 [-2.1262409e-05 -2.2745337e-05 -1.9231407e-05 ... -5.2033315e-06
  -1.2298628e-05 -1.5216543e-05]]"
625,2,1,1,26,2,4,"[[ 1.42209610e-05  1.19727256e-05  1.06364723e-05 ...  7.74956970e-06
   8.39859513e-06  7.19767604e-06]
 [ 2.05888864e-05  1.90297978e-05  1.67130911e-05 ...  2.57612865e-05
   2.67528376e-05  2.31690556e-05]
 [ 2.15534624e-06  1.72550733e-06  4.15795103e-06 ...  7.37031405e-06
   7.28888790e-06  7.62960826e-06]
 ...
 [-3.91880981e-08  3.36013500e-07 -1.89340017e-06 ... -5.50408731e-06
  -4.79344544e-06 -5.05277558e-06]
 [-7.79191487e-06 -6.31348485e-06 -6.59110765e-06 ... -1.60128766e-05
  -1.66591071e-05 -1.64639678e-05]
 [-3.62423816e-06 -3.98346492e-06 -3.25568681e-06 ... -1.00935995e-05
  -8.85984900e-06 -7.48306002e-06]]"
626,2,1,1,27,2,4,"[[ 1.25703982e-05  1.18267135e-05  1.17471309e-05 ...  6.99819930e-06
   5.02036210e-06  3.34179094e-06]
 [ 2.07484354e-05  2.11748920e-05  1.97859717e-05 ...  2.11700935e-05
   2.04593198e-05  1.99015012e-05]
 [ 8.65573838e-06  7.83420910e-06  7.72023304e-06 ...  4.72701140e-06
  -1.12227679e-06 -5.68481664e-06]
 ...
 [-1.18980543e-05 -1.11562713e-05 -1.04061264e-05 ... -1.84386827e-05
  -1.10583396e-05 -2.70244345e-06]
 [-5.09346273e-06 -3.19480750e-06 -3.70363841e-06 ... -1.16644442e-05
  -8.41626388e-06 -4.43117551e-06]
 [-1.37202042e-05 -1.49954194e-05 -1.37678217e-05 ... -8.72691453e-06
  -7.61500314e-06 -6.00601606e-06]]"
627,2,1,1,28,2,4,"[[ 8.74059242e-06  8.71582506e-06  1.04120163e-05 ...  1.70192397e-05
   1.72211694e-05  1.81724681e-05]
 [ 2.35432108e-05  2.41235648e-05  2.45138435e-05 ...  2.13675939e-05
   2.25667136e-05  2.33090032e-05]
 [ 7.21517108e-06  6.43975181e-06  6.39158043e-06 ...  1.20898028e-06
   5.85898078e-06  8.45344221e-06]
 ...
 [-8.09728408e-06 -1.01711130e-05 -1.10860547e-05 ... -1.17456930e-05
  -8.26134055e-06 -5.25351925e-06]
 [-6.31919011e-06 -4.50520065e-06 -5.04134186e-06 ... -1.16282245e-05
  -9.34370473e-06 -7.26321196e-06]
 [-4.44926309e-06 -6.73136583e-06 -1.04113915e-05 ... -1.84375931e-05
  -1.95292268e-05 -1.76291560e-05]]"
628,2,1,1,29,2,4,"[[ 6.3550506e-06  1.0264493e-05  1.4633991e-05 ...  7.9361434e-06
   9.8852515e-06  1.3412575e-05]
 [ 2.1939162e-05  2.3039882e-05  2.5254334e-05 ...  2.1816868e-05
   1.9595096e-05  1.7526694e-05]
 [ 2.5579211e-05  2.5521847e-05  2.6210131e-05 ...  1.0821419e-07
   1.6015069e-06  1.0490077e-06]
 ...
 [-5.7251341e-06 -4.7972003e-06 -4.3802920e-06 ... -7.0390465e-06
  -9.5862815e-06 -1.1071680e-05]
 [-8.2457436e-06 -8.8351808e-06 -1.1816646e-05 ... -8.8630122e-06
  -9.8573419e-06 -9.1684951e-06]
 [-6.4041078e-06 -5.9067825e-06 -5.7315769e-06 ...  4.5785846e-06
   5.3400236e-06  6.0707471e-06]]"
629,2,1,1,30,2,4,"[[ 1.39468038e-05  1.44363130e-05  1.29107884e-05 ...  1.28430247e-05
   1.20022423e-05  1.23158225e-05]
 [ 1.87658607e-05  1.91292511e-05  2.15920645e-05 ...  2.56792409e-05
   2.72057041e-05  2.53201779e-05]
 [ 5.03063984e-06  5.04030641e-06  6.96230290e-06 ...  1.74461838e-05
   1.88778431e-05  1.92412353e-05]
 ...
 [-1.09382900e-05 -9.73073293e-06 -8.32818569e-06 ... -6.22049265e-06
  -5.38327640e-06 -4.69043607e-06]
 [-1.79803283e-05 -1.64909652e-05 -1.23215050e-05 ... -8.23634400e-06
  -7.73004376e-06 -8.45511659e-06]
 [-2.31057020e-05 -2.11399602e-05 -1.75175519e-05 ... -2.14864326e-06
   1.90821720e-06  3.08512858e-06]]"
630,2,1,1,31,4,2,"[[ 1.8351277e-05  1.8463221e-05  1.5677562e-05 ...  1.2185631e-05
   1.1836964e-05  1.2331216e-05]
 [ 2.2744107e-05  2.1127051e-05  2.0056435e-05 ...  2.0253421e-05
   2.2037257e-05  2.1010997e-05]
 [ 9.5079567e-06  1.0406507e-05  9.9981471e-06 ...  8.1579328e-06
   7.7335399e-06  8.3030391e-06]
 ...
 [-6.6696448e-06 -3.0059714e-06 -1.2534656e-06 ... -6.5810873e-06
  -9.2975797e-06 -9.7235152e-06]
 [-1.1091364e-05 -9.7275379e-06 -7.5883736e-06 ... -1.1873065e-05
  -1.4487131e-05 -1.6315087e-05]
 [-4.6694668e-06 -5.0270196e-06 -2.7407546e-06 ... -1.0638345e-05
  -1.2517143e-05 -1.0690875e-05]]"
631,2,1,1,32,4,2,"[[ 1.2815319e-05  1.1286598e-05  1.0425481e-05 ...  1.4442797e-05
   1.4130127e-05  1.3548767e-05]
 [ 1.8694715e-05  1.9125560e-05  1.7286629e-05 ...  2.5160938e-05
   2.7868398e-05  2.7411761e-05]
 [ 5.2658265e-06  3.0239605e-06  1.2355349e-06 ...  9.7216280e-06
   1.2609130e-05  1.1045408e-05]
 ...
 [-2.5915090e-06 -9.9580302e-07 -1.9098327e-06 ... -7.0604769e-06
  -8.4504973e-06 -8.3349651e-06]
 [-9.4976240e-06 -1.1308299e-05 -1.1741182e-05 ... -9.7131979e-06
  -9.6085869e-06 -8.3749610e-06]
 [-1.6464965e-05 -1.6210661e-05 -1.5497197e-05 ... -5.7532179e-06
  -2.4660355e-06  2.6685402e-06]]"
632,2,1,1,33,4,2,"[[ 1.04001074e-05  1.06360676e-05  1.19621400e-05 ...  3.09134111e-06
   3.91763479e-06  7.10999257e-06]
 [ 2.21692080e-05  2.29603993e-05  2.19526864e-05 ...  2.28105200e-05
   2.26955945e-05  1.93180622e-05]
 [ 8.90442971e-06  7.95904180e-06  7.33637489e-06 ...  1.11019353e-05
   1.08313725e-05  9.83692735e-06]
 ...
 [-2.25519193e-06 -4.11543442e-06 -6.39377186e-06 ... -1.25067381e-05
  -1.06268808e-05 -1.13769120e-05]
 [-1.89900838e-05 -1.83496650e-05 -1.79818908e-05 ... -1.42803347e-05
  -1.35483442e-05 -1.39771610e-05]
 [-2.40179179e-06 -4.56431508e-06 -6.98876420e-06 ... -2.03695454e-05
  -2.18105761e-05 -2.52477585e-05]]"
633,2,1,1,34,4,2,"[[ 9.72058569e-06  8.41254132e-06  8.66967366e-06 ...  8.59808097e-06
   1.17547315e-05  1.44187579e-05]
 [ 2.24923697e-05  2.37913919e-05  2.34316813e-05 ...  2.34624622e-05
   2.74726299e-05  2.72100569e-05]
 [ 1.24215921e-05  1.07856540e-05  8.02476825e-06 ...  7.54920893e-06
   1.01204350e-05  9.72464750e-06]
 ...
 [-5.71688315e-06 -5.69691929e-06 -5.86536316e-06 ... -6.04806564e-06
  -4.47675438e-06 -4.40108624e-06]
 [-8.37423795e-06 -7.63046592e-06 -6.47359911e-06 ... -1.33273070e-05
  -1.43449624e-05 -1.37814659e-05]
 [-1.17602503e-05 -1.21101584e-05 -9.16291629e-06 ... -2.28297704e-05
  -2.81002067e-05 -2.48416563e-05]]"
634,2,1,1,35,4,2,"[[ 1.17671125e-05  1.09888842e-05  1.03493385e-05 ...  1.20676405e-05
   1.09881821e-05  8.90110732e-06]
 [ 2.11840998e-05  2.32685943e-05  2.46932923e-05 ...  2.38501252e-05
   2.35219431e-05  2.33646570e-05]
 [ 7.72148087e-06  1.09524499e-05  1.01625537e-05 ...  5.48226080e-06
   7.26693906e-06  9.13732674e-06]
 ...
 [-5.70481325e-06 -5.59745877e-06 -4.62670459e-06 ... -1.30899771e-05
  -1.02713266e-05 -7.27186853e-06]
 [-3.68148744e-06 -5.18972547e-06 -6.51693199e-06 ... -1.10817537e-05
  -9.51421771e-06 -8.39426502e-06]
 [-8.70973054e-06 -1.48014788e-05 -1.77863276e-05 ... -7.23727362e-06
  -8.34961884e-06 -9.02918691e-06]]"
635,2,1,1,36,5,3,"[[ 1.2016436e-05  1.6462460e-05  1.8144827e-05 ... -2.7515156e-05
  -3.9834995e-05 -5.1724663e-05]
 [ 2.2927301e-05  2.4177256e-05  2.2157450e-05 ...  2.6512049e-05
   2.7568383e-05  2.4589031e-05]
 [ 7.8601652e-06  8.6232631e-06  9.3522294e-06 ...  1.1719722e-05
   1.5345133e-05  1.3680952e-05]
 ...
 [-2.2274498e-06 -4.0315426e-06 -7.0712940e-06 ... -7.0549104e-06
  -9.9790177e-06 -1.2019607e-05]
 [-8.6875307e-06 -9.7342781e-06 -1.0033422e-05 ... -8.7052886e-06
  -9.7539323e-06 -9.8652199e-06]
 [ 1.2153638e-06 -4.9574378e-06 -9.7190341e-06 ...  9.9777947e-07
  -4.7785779e-06 -8.2621582e-06]]"
636,2,1,1,37,5,3,"[[-5.50632867e-05 -3.90354180e-05 -1.67818889e-05 ...  6.31774492e-06
   1.78796654e-05  3.38641730e-05]
 [ 2.37491395e-06  1.50776350e-06  3.85381963e-06 ...  2.33182272e-05
   2.25636813e-05  2.24947726e-05]
 [ 7.69620146e-06  5.96277232e-06  5.08146832e-06 ...  1.09472294e-05
   1.13563110e-05  1.04306810e-05]
 ...
 [-4.34823687e-06 -3.19116612e-06 -4.78434777e-06 ... -5.36756124e-06
  -3.81445057e-06 -3.05196409e-06]
 [-1.02651188e-06 -3.43954935e-06 -7.73277588e-06 ... -9.19721151e-06
  -7.29721114e-06 -5.02098055e-06]
 [ 1.17619975e-05  1.36685694e-05  1.20749764e-05 ... -1.08766853e-05
  -5.03707315e-06 -9.84758344e-07]]"
637,2,1,1,38,5,3,"[[ 1.09857738e-05  8.86658290e-06  8.81358847e-06 ...  1.46652137e-05
   1.22007477e-05  1.11532681e-05]
 [ 1.68836268e-05  1.95845441e-05  2.07318535e-05 ...  1.89499733e-05
   2.16956032e-05  2.40615518e-05]
 [ 8.59960983e-06  8.18706212e-06  9.26476787e-06 ...  1.01652768e-05
   1.15375915e-05  1.17366963e-05]
 ...
 [-8.38554570e-06 -7.95352935e-06 -6.41326187e-06 ... -9.26597932e-06
  -8.71473640e-06 -6.84703718e-06]
 [-6.39093469e-06 -6.36565346e-06 -5.87078466e-06 ... -5.32385729e-06
  -4.60092906e-06 -4.35198490e-06]
 [-3.62091259e-06 -2.12937312e-06 -1.16892473e-07 ... -4.25144390e-06
  -7.61018725e-07  1.86918271e-06]]"
638,2,1,1,39,5,3,"[[ 1.3095444e-05  1.3534858e-05  1.3544756e-05 ...  9.2756309e-06
   1.2048496e-05  1.1304278e-05]
 [ 2.0277646e-05  1.9487154e-05  1.8042476e-05 ...  1.8816894e-05
   1.8112802e-05  1.4985034e-05]
 [ 9.5155110e-06  8.4672956e-06  7.3524238e-06 ...  1.1750680e-05
   9.2221944e-06  7.3466340e-06]
 ...
 [-9.2728069e-06 -7.9651854e-06 -6.8101845e-06 ... -1.0177489e-05
  -1.1079723e-05 -1.1076389e-05]
 [-8.8245170e-06 -9.3012959e-06 -7.7882023e-06 ... -1.6630524e-05
  -1.4635069e-05 -1.1190422e-05]
 [-1.6914884e-05 -1.3609972e-05 -1.0647049e-05 ... -8.6169075e-06
  -8.1697617e-06 -6.3103075e-06]]"
639,2,1,1,40,5,3,"[[ 1.23632099e-05  1.37409288e-05  1.37862608e-05 ...  9.93902177e-06
   9.23604239e-06  8.74442685e-06]
 [ 2.19722770e-05  2.11496681e-05  2.08883466e-05 ...  2.19153644e-05
   2.47351873e-05  2.27927703e-05]
 [ 1.04847295e-05  1.04035307e-05  1.09669345e-05 ...  8.29003420e-06
   7.26810413e-06  8.54186237e-06]
 ...
 [-7.04476952e-06 -7.72315161e-06 -6.97608812e-06 ... -9.94555739e-06
  -8.70948043e-06 -7.48362982e-06]
 [-8.70333588e-06 -8.38127289e-06 -7.80924074e-06 ... -1.32019331e-05
  -1.48780009e-05 -1.39213771e-05]
 [-4.46096874e-06 -3.00491183e-06 -1.84887176e-06 ... -3.25518158e-06
  -6.34744708e-07 -6.33444927e-07]]"
640,2,1,1,41,6,1,"[[ 1.6083426e-05  1.1908595e-05  5.7223215e-06 ...  7.9300553e-06
   9.2969103e-06  7.9411457e-06]
 [ 2.5940068e-05  2.6426838e-05  2.5424115e-05 ...  1.4341729e-05
   1.3747401e-05  1.5562879e-05]
 [ 6.9117477e-06  5.8493079e-06  5.1196816e-06 ...  4.6952453e-05
   6.2533196e-05  5.9450071e-05]
 ...
 [-8.3376699e-06 -7.2580820e-06 -5.2827872e-06 ... -4.5136812e-07
  -5.1615261e-06 -8.7738390e-06]
 [-1.0536503e-05 -1.1615077e-05 -1.1659936e-05 ... -6.5933073e-06
  -7.9480715e-06 -1.1359218e-05]
 [-1.0939909e-06 -1.8124167e-06 -2.1400540e-06 ... -2.0100706e-06
  -4.2096016e-07 -1.5141026e-06]]"
641,2,1,1,42,6,1,"[[ 1.4656609e-05  1.6146947e-05  1.7120496e-05 ...  1.0197185e-05
   1.0428743e-05  1.0384676e-05]
 [ 1.9804600e-05  2.0550733e-05  2.0479400e-05 ...  2.3727251e-05
   2.2232258e-05  2.1263335e-05]
 [ 1.0415184e-05  1.1884051e-05  1.1987463e-05 ...  9.4480165e-06
   1.7486793e-05  2.2032371e-05]
 ...
 [-6.3618027e-06 -6.2088866e-06 -5.8033079e-06 ... -1.2273207e-05
  -1.4498877e-05 -1.5560498e-05]
 [-1.1588934e-05 -1.1240067e-05 -1.1957403e-05 ... -1.4201403e-05
  -1.6449814e-05 -1.6448674e-05]
 [-1.1085334e-05 -1.1070826e-05 -9.5250389e-06 ... -3.7669088e-06
  -1.1673608e-06  2.5694278e-06]]"
642,2,1,1,43,6,1,"[[ 7.27915858e-06  7.56500185e-06  7.72726344e-06 ...  1.74236793e-05
   2.42495607e-05  2.75835027e-05]
 [ 2.49716395e-05  2.39698256e-05  2.14716601e-05 ...  2.01318089e-05
   2.70984874e-05  2.86212489e-05]
 [ 1.06719381e-05  9.84623330e-06  9.77389300e-06 ...  4.01677426e-06
   4.03991135e-06  9.70871838e-07]
 ...
 [-7.39099687e-06 -7.63977096e-06 -8.91614945e-06 ... -1.97781428e-05
  -2.31773902e-05 -2.27032961e-05]
 [-1.42178269e-05 -1.41675691e-05 -1.29172322e-05 ... -2.04704320e-05
  -2.17477755e-05 -2.10008711e-05]
 [-1.25514325e-05 -1.13626011e-05 -9.30997703e-06 ... -2.51563033e-05
  -2.69071588e-05 -2.37588920e-05]]"
643,2,1,1,44,6,1,"[[ 7.06225819e-06  6.81432084e-06  8.32317801e-06 ...  6.94140363e-06
   8.04852516e-06  9.95950268e-06]
 [ 2.18394634e-05  2.18385867e-05  2.26939464e-05 ...  1.98169582e-05
   2.01671028e-05  1.93367578e-05]
 [ 1.14159975e-05  1.33803715e-05  1.29550308e-05 ...  1.06931893e-05
   9.08238508e-06  7.59668637e-06]
 ...
 [-1.69620296e-06 -3.59257501e-06 -5.72364706e-06 ... -9.65479740e-06
  -9.36913329e-06 -7.53538643e-06]
 [ 3.47689479e-07  2.40398754e-06  2.59349781e-06 ... -1.21064495e-05
  -1.33270578e-05 -1.27107369e-05]
 [ 6.85548400e-07 -1.90582966e-06 -4.12760255e-06 ... -7.61237334e-06
  -4.11402289e-06 -1.49181824e-06]]"
644,2,1,1,45,6,1,"[[ 1.6457952e-05  1.6143349e-05  1.4300930e-05 ...  1.3967128e-05
   1.3116097e-05  1.2325578e-05]
 [ 2.0482037e-05  1.9210189e-05  1.9208646e-05 ...  2.2831035e-05
   2.1820942e-05  2.2637158e-05]
 [ 8.0276413e-06  8.3085706e-06  7.6955412e-06 ...  3.2875887e-06
   1.3828061e-06  1.3401434e-06]
 ...
 [-4.9234177e-06 -6.4839073e-06 -7.0536194e-06 ... -1.0252146e-05
  -1.0077011e-05 -8.2447114e-06]
 [-9.3271183e-06 -1.0734208e-05 -1.2310822e-05 ... -1.1531223e-05
  -1.0071303e-05 -9.1419897e-06]
 [ 7.0522105e-06  4.2239462e-06  8.6263435e-07 ... -8.3795118e-07
   1.0170077e-06  7.7422663e-07]]"
645,2,1,1,46,8,5,"[[ 1.9827838e-05  1.7407316e-05  1.4607449e-05 ...  1.4025099e-05
  -1.1309970e-05 -4.2237640e-05]
 [ 1.7799783e-05  1.6669877e-05  1.9053567e-05 ...  9.0550129e-06
   3.5749317e-06  5.3323456e-06]
 [ 1.4750156e-05  1.8245917e-05  1.9273442e-05 ... -5.6701333e-06
  -1.2856534e-06  6.0299994e-06]
 ...
 [-7.6967863e-06 -8.2653105e-06 -6.4382402e-06 ... -5.8893797e-06
  -5.9714989e-06 -5.7417251e-06]
 [-7.0522774e-06 -6.9727789e-06 -6.2344043e-06 ... -1.1538506e-05
  -9.8782448e-06 -1.1116620e-05]
 [-1.1443732e-05 -9.7123229e-06 -6.4891042e-06 ... -1.4362844e-05
  -1.2574932e-05 -1.1079338e-05]]"
646,2,1,1,47,8,5,"[[ 1.13114129e-05  9.65790332e-06  9.29187809e-06 ...  2.18290061e-05
   1.51253307e-05  7.88111720e-06]
 [ 2.23627485e-05  2.26198063e-05  2.09160935e-05 ...  2.39511191e-05
   2.72109301e-05  3.22243468e-05]
 [ 7.14695034e-06  7.39898496e-06  9.04344324e-06 ...  1.10666006e-05
   1.10894525e-05  1.05466370e-05]
 ...
 [-3.95133929e-06 -3.28740975e-06 -4.09477389e-06 ... -4.52401400e-06
  -3.68528686e-06 -3.92299944e-06]
 [-7.92823357e-06 -7.21845709e-06 -8.29379860e-06 ... -1.16298070e-05
  -1.30566641e-05 -1.58765797e-05]
 [-8.61291392e-06 -8.39674613e-06 -8.01669194e-06 ... -1.22909341e-05
  -1.44442338e-05 -1.80663119e-05]]"
647,2,1,1,48,8,5,"[[ 7.57667112e-06  5.04104537e-06  5.47573245e-06 ...  1.79028630e-05
   2.51859619e-05  2.79177093e-05]
 [ 2.14330157e-05  1.81555770e-05  1.69484811e-05 ...  2.54304286e-05
   2.58551736e-05  2.71053705e-05]
 [ 8.76586455e-06  9.06220157e-06  1.01056585e-05 ... -5.05268372e-06
  -1.67513247e-06  9.92773153e-07]
 ...
 [-3.00809393e-06 -3.36870198e-06 -5.12842007e-06 ... -6.28641556e-06
  -7.06380843e-06 -7.03557544e-06]
 [-1.24750895e-05 -1.10667952e-05 -1.02720551e-05 ... -1.04936416e-05
  -1.10632973e-05 -1.17613590e-05]
 [-6.84944098e-06 -9.69988650e-06 -1.17392483e-05 ... -8.99477527e-06
  -9.72667567e-06 -8.85230384e-06]]"
648,2,1,1,49,8,5,"[[ 1.04830942e-05  1.04050687e-05  9.07099275e-06 ...  2.39483834e-05
   2.04898661e-05  1.64535868e-05]
 [ 2.08497568e-05  1.98113230e-05  1.98011276e-05 ...  2.87944858e-05
   2.71991248e-05  2.62553858e-05]
 [ 1.02369377e-05  1.10951341e-05  1.17296695e-05 ...  7.13486861e-06
   7.03944670e-06  7.50558229e-06]
 ...
 [-4.37955759e-06 -6.02031832e-06 -5.65608389e-06 ... -7.48008324e-06
  -7.06858054e-06 -7.17945477e-06]
 [-1.36359322e-05 -1.37416100e-05 -1.17053514e-05 ... -1.49409834e-05
  -1.37847328e-05 -1.08451377e-05]
 [-9.62911508e-06 -9.09772098e-06 -8.28718930e-06 ... -8.63327568e-06
  -9.71375448e-06 -1.10939345e-05]]"
649,2,1,1,50,8,5,"[[ 9.5603937e-06  8.8686966e-06  9.2572818e-06 ...  2.7237424e-05
   2.1536996e-05  1.4523299e-05]
 [ 1.9591400e-05  2.1133539e-05  2.0272973e-05 ...  2.3212739e-05
   2.6085936e-05  2.5910680e-05]
 [ 8.9117275e-06  8.3975083e-06  8.0902737e-06 ...  1.1076233e-05
   1.3754502e-05  1.4292739e-05]
 ...
 [-8.4613448e-06 -8.3984687e-06 -7.1234736e-06 ... -4.7382905e-06
  -5.7390025e-06 -7.9036927e-06]
 [-7.0521814e-06 -6.8243417e-06 -6.2329796e-06 ... -1.1004817e-05
  -1.3305138e-05 -1.3326965e-05]
 [-5.7124325e-06 -6.1470596e-06 -7.2020143e-06 ... -1.7672104e-07
  -3.9851175e-06 -7.1174914e-06]]"
650,2,1,1,51,2,3,"[[ 1.0894784e-05  1.1111294e-05  1.2382307e-05 ...  3.8542180e-06
  -3.3086323e-07  1.3310954e-06]
 [ 2.0524503e-05  2.1768483e-05  2.1128879e-05 ...  1.1894821e-05
   1.1308099e-05  1.6644804e-05]
 [ 4.7805302e-06  5.5856435e-06  7.0156984e-06 ...  4.2826692e-08
   4.1922549e-06  1.0849597e-05]
 ...
 [-6.4506662e-06 -6.9751154e-06 -7.3836482e-06 ... -3.8255121e-07
  -7.3482624e-07 -3.0603662e-06]
 [-8.3751593e-06 -8.4096791e-06 -8.3753330e-06 ... -1.1767229e-05
  -8.9085252e-06 -9.2922774e-06]
 [-1.7081777e-05 -1.5896157e-05 -1.3765943e-05 ... -4.7347189e-06
  -2.8077895e-06 -5.6846898e-06]]"
651,2,1,1,52,2,3,"[[ 1.5463223e-05  1.2932255e-05  1.1690800e-05 ...  1.1984839e-05
   1.2704649e-05  1.1990828e-05]
 [ 2.3139648e-05  2.3781060e-05  2.2698832e-05 ...  2.0472391e-05
   2.0482812e-05  2.0843885e-05]
 [ 7.3941078e-06  7.7110635e-06  7.6566521e-06 ...  1.0051870e-05
   1.1055753e-05  1.3068926e-05]
 ...
 [-7.0638034e-06 -7.1842182e-06 -8.4764170e-06 ... -5.7170882e-06
  -5.1023444e-06 -3.8176368e-06]
 [-8.3949963e-06 -9.0214580e-06 -1.2077678e-05 ... -8.1711160e-06
  -7.3489864e-06 -8.4615613e-06]
 [-4.0278724e-06 -5.4776146e-06 -6.3057569e-06 ... -8.5925822e-06
  -8.4169587e-06 -7.0679225e-06]]"
652,2,1,1,53,2,3,"[[ 1.24104481e-05  1.17625514e-05  1.21821577e-05 ...  1.65620986e-05
   1.52971752e-05  1.24283615e-05]
 [ 2.31794238e-05  2.07324938e-05  1.71044630e-05 ...  2.14427291e-05
   2.08577076e-05  2.18093519e-05]
 [ 1.07402284e-05  8.92430035e-06  7.49343144e-06 ...  8.84593646e-06
   7.19956643e-06  5.08096082e-06]
 ...
 [-8.38003962e-06 -7.69904273e-06 -7.37137179e-06 ... -6.28355701e-06
  -5.13504119e-06 -6.01384863e-06]
 [-1.10686278e-05 -1.24247781e-05 -1.24168737e-05 ... -1.24036242e-05
  -1.36266653e-05 -1.40852053e-05]
 [ 1.03260925e-06  1.35324410e-06 -2.01078205e-06 ... -8.64342019e-06
  -9.62948161e-06 -9.72869839e-06]]"
653,2,1,1,54,2,3,"[[ 2.83883146e-05  2.79363903e-05  2.85329897e-05 ...  1.66850332e-05
   8.63729747e-06  3.76620301e-06]
 [ 2.69821776e-05  2.29415709e-05  2.04855114e-05 ...  2.20611782e-05
   2.02442498e-05  1.90374594e-05]
 [ 8.93096694e-06  1.02357399e-05  1.00933175e-05 ...  5.42289854e-06
   6.58282306e-06  7.58705573e-06]
 ...
 [-5.72298450e-06 -5.69085887e-06 -6.39144173e-06 ... -5.39388384e-06
  -6.61170952e-06 -7.55829660e-06]
 [-9.34526815e-06 -8.19057095e-06 -6.36368804e-06 ... -5.62793184e-06
  -5.48797880e-06 -7.78134108e-06]
 [-2.23964912e-06 -5.27575537e-07  3.01212935e-06 ... -3.15941975e-06
  -3.58341055e-07  1.91568347e-06]]"
654,2,1,1,55,2,3,"[[ 1.46596412e-05  1.51780832e-05  1.22122092e-05 ...  3.26062545e-05
   3.26680929e-05  3.07867595e-05]
 [ 2.59729641e-05  2.60227698e-05  2.51190431e-05 ...  2.52588106e-05
   2.58395758e-05  2.51892725e-05]
 [ 1.19635715e-05  1.39887516e-05  1.51006079e-05 ...  9.08088168e-06
   9.19544254e-06  9.30494753e-06]
 ...
 [-1.70103453e-06 -1.21023959e-06  2.34378646e-07 ... -7.33287379e-06
  -9.88921329e-06 -1.10684059e-05]
 [-1.10997926e-05 -1.07592296e-05 -9.49983405e-06 ... -9.57560133e-06
  -8.70499116e-06 -1.01626192e-05]
 [-1.01748310e-05 -7.36767424e-06 -5.84265399e-06 ... -9.16348199e-06
  -1.37197840e-05 -1.89335915e-05]]"
655,2,1,1,56,4,1,"[[ 1.70972653e-05  1.54349145e-05  1.30348108e-05 ...  1.07254664e-05
   1.42509898e-05  1.20915611e-05]
 [ 2.12778505e-05  1.84579658e-05  1.79488234e-05 ...  1.53195797e-05
   1.86468915e-05  2.09560767e-05]
 [-1.31041497e-05  6.34767912e-06  2.04503140e-05 ...  6.99618204e-06
   1.63896711e-05  1.71769007e-05]
 ...
 [-9.47662284e-06 -1.24063290e-05 -1.41440514e-05 ... -1.00909974e-05
  -5.18473917e-06 -2.58431305e-06]
 [-1.40742141e-05 -1.37527795e-05 -1.28085821e-05 ... -1.10696847e-05
  -1.25351316e-05 -1.36447607e-05]
 [-1.83785032e-05 -1.27898138e-05 -1.10890078e-05 ... -3.92234642e-06
  -6.43662361e-06 -8.25212646e-06]]"
